Path,Sample.Name,Phenotype,Cell.ID,Total.Cells,Cell.X.Position,Cell.Y.Position,CD8,FoxP3,PD.L1,CD4,Treg,APC,Epithelial,Tcell,CellType,Group,Patient
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,85,0,1040,34,pos,neg,pos,neg,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,109,0,1058,39,pos,neg,pos,neg,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,118,0,1041,43,pos,neg,pos,neg,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,123,0,1023,47,neg,neg,pos,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,146,0,1030,46,pos,neg,pos,neg,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,96,0,983,36,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,97,0,1002,35,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,117,0,981,43,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,103,0,922,38,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,81,0,840,30,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,27,0,672,10,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,42,0,259,20,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,47,0,237,17,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,63,0,241,20,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,87,0,258,31,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,113,0,261,38,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,53,0,229,18,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,75,0,215,29,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,101,0,205,38,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,104,0,214,38,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,120,0,210,44,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,74,0,171,30,pos,neg,neg,neg,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,100,0,172,35,pos,neg,neg,neg,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,106,0,168,39,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,119,0,183,42,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,122,0,174,44,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,25,0,113,14,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,58,0,110,20,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,70,0,120,25,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,112,0,137,41,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,36,0,84,14,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,93,0,72,38,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,94,0,82,35,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Tcell,115,0,52,43,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,61,0,31,25,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,73,0,14,25,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,APC,83,0,45,31,neg,neg,pos,pos,neg,pos,neg,neg,APC,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,111,0,24,43,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,126,0,1344,48,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,142,0,1336,48,neg,neg,pos,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,143,0,1353,51,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,168,0,1350,54,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,200,0,1360,63,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,244,0,1335,79,neg,neg,pos,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,137,0,1298,48,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,153,0,1289,50,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Tcell,154,0,1316,53,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,175,0,1317,57,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,258,0,1322,85,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,265,0,1294,83,neg,neg,pos,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,270,0,1334,81,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,273,0,1314,86,neg,neg,pos,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,164,0,1243,55,pos,neg,neg,neg,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,199,0,1284,66,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,232,0,1259,75,neg,neg,pos,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,235,0,1275,75,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,243,0,1278,77,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,269,0,1276,82,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,294,0,1275,93,neg,neg,pos,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,APC,141,0,1203,48,pos,neg,neg,neg,neg,pos,neg,neg,APC,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,148,0,1235,55,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,APC,174,0,1199,57,pos,neg,pos,neg,neg,pos,neg,neg,APC,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,APC,191,0,1234,66,pos,neg,pos,neg,neg,pos,neg,neg,APC,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,APC,248,0,1234,77,pos,neg,neg,neg,neg,pos,neg,neg,APC,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Tcell,263,0,1211,85,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Tcell,264,0,1238,84,pos,neg,pos,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,286,0,1207,87,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,APC,296,0,1229,93,pos,neg,neg,neg,neg,pos,neg,neg,APC,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,167,0,1175,58,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,198,0,1152,64,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,219,0,1195,76,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,247,0,1194,77,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,257,0,1193,80,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,147,0,712,50,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,233,0,692,77,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,241,0,694,78,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,144,0,242,49,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Tcell,172,0,266,57,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,203,0,231,65,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,275,0,251,86,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,290,0,270,92,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,332,0,1344,105,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Tcell,405,0,1368,129,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,413,0,1342,129,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Tcell,451,0,1360,137,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Tcell,452,0,1372,137,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,303,0,1313,96,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,352,0,1295,110,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Tcell,370,0,1326,118,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Tcell,383,0,1320,119,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,450,0,1301,138,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,APC,339,0,1272,107,neg,neg,neg,pos,neg,pos,neg,neg,APC,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,APC,367,0,1268,114,neg,neg,neg,pos,neg,pos,neg,neg,APC,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,395,0,1248,128,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,408,0,1252,128,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,412,0,1262,126,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,423,0,1256,128,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,317,0,1220,99,pos,neg,neg,neg,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Tcell,336,0,1235,105,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,331,0,1184,106,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,363,0,1193,112,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,366,0,1164,118,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,411,0,1153,128,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,421,0,1159,131,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,430,0,1164,129,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,431,0,1169,134,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,291,0,397,95,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,308,0,393,98,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,325,0,409,106,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,329,0,399,107,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,355,0,394,109,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,361,0,406,113,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,375,0,400,116,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,381,0,409,119,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,386,0,377,125,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,393,0,401,125,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,401,0,370,126,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,406,0,409,127,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,343,0,365,110,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,429,0,334,138,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,306,0,258,98,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,313,0,260,97,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,APC,346,0,243,108,neg,neg,pos,pos,neg,pos,neg,neg,APC,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,APC,354,0,262,111,neg,neg,neg,pos,neg,pos,neg,neg,APC,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,384,0,232,123,neg,neg,pos,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,307,0,187,100,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,342,0,209,112,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,364,0,212,113,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,372,0,199,116,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,409,0,186,130,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,425,0,211,135,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,481,0,1348,145,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,553,0,1369,168,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,568,0,1375,170,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,601,0,1364,179,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,605,0,1377,180,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,448,0,1326,141,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,455,0,1333,141,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,457,0,1313,144,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Other,476,0,1322,146,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,23
C:\Users\Sam\Documents\Normal Pancreas - TMAs,23_1.im3,Epithelial,488,0,1329,145,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,23
