Path,Sample.Name,Phenotype,Cell.ID,Total.Cells,Cell.X.Position,Cell.Y.Position,CD8,FoxP3,PD.L1,CD4,Treg,APC,Epithelial,Tcell,CellType,Group,Patient
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,354,0,146,56,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,369,0,72,58,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,389,0,63,60,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,425,0,49,66,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,546,0,458,88,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,550,0,437,88,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,809,0,1358,130,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,810,0,1366,132,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,826,0,1349,135,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,865,0,1352,144,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,990,0,1362,164,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1059,0,1367,177,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1118,0,236,186,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1158,0,248,193,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1198,0,236,201,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,APC,1105,0,219,186,neg,neg,neg,pos,neg,pos,neg,neg,APC,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1124,0,228,188,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1210,0,225,203,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1117,0,160,186,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1151,0,173,192,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1185,0,179,197,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1205,0,152,203,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1116,0,103,187,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1157,0,103,192,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1163,0,138,194,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1176,0,117,197,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1189,0,107,200,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1221,0,120,202,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1114,0,58,187,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1115,0,74,186,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1132,0,55,188,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1133,0,61,189,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1140,0,91,189,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1150,0,79,192,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1165,0,64,196,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1166,0,70,196,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1175,0,80,197,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1184,0,84,197,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1191,0,88,199,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1220,0,60,204,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1156,0,30,195,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1287,0,194,217,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1263,0,150,212,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1298,0,180,221,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1306,0,142,220,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1274,0,125,215,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,APC,1231,0,57,207,neg,neg,neg,pos,neg,pos,neg,neg,APC,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1232,0,73,208,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1255,0,81,211,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1281,0,68,215,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1305,0,74,221,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1277,0,43,215,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1370,0,290,238,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1319,0,188,223,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1348,0,206,232,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1326,0,175,225,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1347,0,167,231,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1318,0,121,223,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1372,0,110,237,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1330,0,64,227,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1353,0,63,234,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1354,0,79,233,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1363,0,70,236,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1351,0,39,232,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1412,0,395,246,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1465,0,358,255,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1469,0,343,256,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1445,0,305,252,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1405,0,265,244,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1419,0,211,247,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1440,0,189,251,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1386,0,173,242,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1453,0,158,254,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1395,0,105,242,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1411,0,110,245,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1431,0,101,249,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1464,0,94,255,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1385,0,50,243,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1394,0,63,243,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1399,0,78,245,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1424,0,84,248,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1452,0,83,253,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1460,0,78,256,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1410,0,33,246,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1439,0,44,250,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1468,0,39,257,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1546,0,447,272,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1568,0,435,275,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1514,0,386,264,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1532,0,411,268,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1555,0,280,274,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1507,0,275,263,pos,neg,neg,neg,neg,neg,neg,pos,CTL,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1567,0,262,277,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1513,0,139,264,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1554,0,183,274,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1506,0,114,261,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1521,0,94,268,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1502,0,48,262,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1512,0,64,267,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1545,0,54,271,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1553,0,84,274,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1573,0,75,277,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1584,0,494,279,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Epithelial,1627,0,497,287,neg,neg,neg,pos,neg,neg,pos,neg,Tumor,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1630,0,479,288,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1582,0,425,279,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1583,0,437,281,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1599,0,418,281,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1600,0,432,283,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1608,0,425,286,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1654,0,398,295,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1620,0,353,286,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1642,0,336,294,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1581,0,277,279,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1612,0,284,285,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1641,0,299,292,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1650,0,208,293,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1653,0,202,294,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Other,1604,0,155,283,neg,neg,neg,pos,neg,neg,neg,neg,Other,Chronic Pancreatitis,463
C:\Users\Sam\Documents\Normal Pancreas - TMAs,463_1.im3,Tcell,1652,0,160,295,neg,neg,neg,pos,neg,neg,neg,pos,Helper T-Cell,Chronic Pancreatitis,463
